# One At a Time:
  A: 35184372088945 | 4,2,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088946 | 0,2,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088947 | 3,2,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088948 | 3,2,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088949 | 6,2,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088950 | 2,2,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088951 | 2,2,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088952 | 0,3,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088953 | 4,3,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088954 | 1,3,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088955 | 1,3,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088956 | 3,3,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088957 | 6,3,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088958 | 2,3,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088959 | 2,3,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088960 | 4,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088961 | 4,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088962 | 6,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088963 | 7,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088964 | 4,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088965 | 1,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088966 | 3,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088967 | 1,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088968 | 0,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088969 | 4,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088970 | 7,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088971 | 5,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088972 | 4,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088973 | 1,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088974 | 3,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088975 | 1,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088976 | 4,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088977 | 4,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088978 | 4,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088979 | 3,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088980 | 4,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088981 | 0,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088982 | 3,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088983 | 1,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088984 | 0,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088985 | 4,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088986 | 5,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088987 | 1,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088988 | 4,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088989 | 0,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088990 | 3,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088991 | 1,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088992 | 4,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088993 | 4,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088994 | 2,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088995 | 7,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088996 | 5,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088997 | 3,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088998 | 3,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088999 | 1,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089000 | 0,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089001 | 4,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089002 | 3,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089003 | 5,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089004 | 5,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089005 | 3,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089006 | 3,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089007 | 1,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089008 | 4,2,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089009 | 4,2,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089010 | 0,2,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089011 | 3,2,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089012 | 5,2,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089013 | 2,2,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089014 | 3,2,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089015 | 1,2,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089016 | 0,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089017 | 4,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089018 | 1,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089019 | 1,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089020 | 5,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089021 | 2,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4



# Optimized:
  Program:          | 2,4,1,1,7,5,1,5,0,3,4,3,5,5,3,0
  A: 35184372088832 | 4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088833 | 4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088834 | 6,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088835 | 7,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088836 | 0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088837 | 1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088838 | 2,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088902 | 2,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088910 | 2,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088974 | 3,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088975 | 1,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088976 | 4,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088977 | 4,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088978 | 4,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088979 | 3,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088980 | 4,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088981 | 0,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088982 | 3,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088983 | 1,4,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088984 | 0,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088985 | 4,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088986 | 5,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088987 | 1,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088988 | 4,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088989 | 0,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088990 | 3,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088991 | 1,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088992 | 4,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088993 | 4,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372088994 | 2,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089002 | 3,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089003 | 5,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089004 | 5,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089005 | 3,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089006 | 3,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089007 | 1,0,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089008 | 4,2,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089009 | 4,2,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089010 | 0,2,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089011 | 3,2,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089012 | 5,2,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089013 | 2,2,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089021 | 2,3,6,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089029 | 5,0,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089030 | 3,0,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089031 | 0,0,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089032 | 0,4,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089033 | 4,4,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089034 | 7,4,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089035 | 5,4,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089036 | 6,4,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089037 | 5,4,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089038 | 3,4,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089039 | 0,4,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089040 | 4,5,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089041 | 4,5,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089042 | 4,5,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089043 | 3,5,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089044 | 6,5,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089045 | 4,5,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089046 | 3,5,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089047 | 0,5,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089048 | 0,1,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089049 | 4,1,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089050 | 5,1,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089051 | 1,1,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089052 | 6,1,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089053 | 4,1,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089054 | 3,1,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089055 | 0,1,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089056 | 4,0,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089057 | 4,0,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089058 | 2,0,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089066 | 3,0,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089067 | 5,0,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089068 | 7,0,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089069 | 7,0,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089070 | 3,0,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089071 | 0,0,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089072 | 4,2,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089073 | 4,2,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089074 | 0,2,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089075 | 3,2,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089076 | 7,2,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089077 | 6,2,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089078 | 3,2,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089079 | 0,2,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089080 | 0,3,7,4,4,4,4,4,4,4,4,4,4,4,0,4
  A: 35184372089081 | 4,3,7,4,4,4,4,4,4,4,4,4,4,4,0,4
